dataset,file,status,year,month,num_columns,required_missing,columns,error,ordered_columns,has_required_missing,period
nyc_311,data\raw\nyc_311\nyc_311_2015_01_part000.csv.gz,OK,2015,1,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_04_part003.csv.gz,OK,2015,4,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_05_part000.csv.gz,OK,2015,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_05_part001.csv.gz,OK,2015,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_05_part002.csv.gz,OK,2015,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_05_part003.csv.gz,OK,2015,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_06_part000.csv.gz,OK,2015,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_06_part001.csv.gz,OK,2015,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_06_part002.csv.gz,OK,2015,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_06_part003.csv.gz,OK,2015,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_07_part000.csv.gz,OK,2015,7,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_07_part001.csv.gz,OK,2015,7,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_07_part002.csv.gz,OK,2015,7,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_07_part003.csv.gz,OK,2015,7,15,,unique_key | created_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type | closed_date,,unique_key | created_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type | closed_date,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_08_part000.csv.gz,OK,2015,8,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_08_part001.csv.gz,OK,2015,8,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_08_part002.csv.gz,OK,2015,8,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_08_part003.csv.gz,OK,2015,8,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_09_part000.csv.gz,OK,2015,9,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_09_part001.csv.gz,OK,2015,9,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_09_part002.csv.gz,OK,2015,9,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_09_part003.csv.gz,OK,2015,9,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_10_part000.csv.gz,OK,2015,10,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_10_part001.csv.gz,OK,2015,10,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_10_part002.csv.gz,OK,2015,10,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_10_part003.csv.gz,OK,2015,10,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_11_part000.csv.gz,OK,2015,11,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_11_part001.csv.gz,OK,2015,11,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_11_part002.csv.gz,OK,2015,11,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_11_part003.csv.gz,OK,2015,11,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_12_part000.csv.gz,OK,2015,12,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_12_part001.csv.gz,OK,2015,12,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_12_part002.csv.gz,OK,2015,12,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2015_12_part003.csv.gz,OK,2015,12,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_01_part000.csv.gz,OK,2016,1,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_01_part001.csv.gz,OK,2016,1,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_01_part002.csv.gz,OK,2016,1,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_01_part003.csv.gz,OK,2016,1,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_02_part000.csv.gz,OK,2016,2,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_02_part001.csv.gz,OK,2016,2,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_02_part002.csv.gz,OK,2016,2,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_02_part003.csv.gz,OK,2016,2,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_03_part000.csv.gz,OK,2016,3,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_03_part001.csv.gz,OK,2016,3,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_03_part002.csv.gz,OK,2016,3,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_03_part003.csv.gz,OK,2016,3,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_04_part000.csv.gz,OK,2016,4,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_04_part001.csv.gz,OK,2016,4,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_04_part002.csv.gz,OK,2016,4,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_04_part003.csv.gz,OK,2016,4,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | community_board | open_data_channel_type | location_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_05_part000.csv.gz,OK,2016,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_05_part001.csv.gz,OK,2016,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_05_part002.csv.gz,OK,2016,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_05_part003.csv.gz,OK,2016,5,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_06_part000.csv.gz,OK,2016,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
nyc_311,data\raw\nyc_311\nyc_311_2016_06_part001.csv.gz,OK,2016,6,15,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,,unique_key | created_date | closed_date | complaint_type | descriptor | agency | agency_name | borough | incident_zip | status | latitude | longitude | location_type | community_board | open_data_channel_type,False,2015-2019
